,basin,date,well_ID,D,T,EC,pH,TH,TDS,Cl,NH4,NO3,SO4,TOC,As,Fe,Mn,X,Y,year,,,,,,
3611,Jianan,8/18/2009,4288,1.275,27.9,657,7,297,510,15.2,0.13,0.02,125,2.78,0.0083,2.22,0.686,120.339662,23.380794,2009,,,,,,
3612,Jianan,5/12/2009,4288,1.263,26.4,816,7,366,586,12.9,0.23,0.04,163,0.76,0.0093,2.47,0.731,120.339662,23.380794,2009,,,,,,
3613,Jianan,1/13/2009,4288,2.262,25.1,747,7.1,348,534,14.5,0.18,0.03,138,0.8,0.0062,0.07,0.568,120.339662,23.380794,2009,,,,,,
3614,Jianan,10/6/2008,4288,1.128,27,689,7.1,322,430,15.4,0.11,0.01,132,1.7,0.0077,0.256,0.42,120.339662,23.380794,2008,,,,,,
3615,Jianan,8/7/2008,4288,0.808,26.9,505,7,256,331,9.2,0.04,0.04,78.5,1.47,0.0086,0.94,0.728,120.339662,23.380794,2008,,,,,,
3616,Jianan,5/12/2008,4288,1.356,25.6,843,7.2,397,606,18.6,0.24,0.05,191,1.25,0.0121,3.07,0.794,120.339662,23.380794,2008,,,,,,
3617,Jianan,1/22/2008,4288,2.381,25.6,739,7.1,344,486,16.1,0.14,0.5,159,0.99,0.0098,1.67,0.601,120.339662,23.380794,2008,,,,,,
3618,Jianan,11/19/2007,4288,1.581,26.2,732,7.1,343,476,14.1,0.17,0.55,156,0.99,0.01,1.28,0.629,120.339662,23.380794,2007,,,,,,
3619,Jianan,8/20/2007,4288,0.602,26.6,680,7,307,468,12.9,0.16,0.11,127,1.27,0.0081,1.06,0.638,120.339662,23.380794,2007,,,,,,
3620,Jianan,5/21/2007,4288,0.851,26.1,706,7.1,331,486,14.7,0.16,0.14,143,0.77,0.0085,1.53,0.769,120.339662,23.380794,2007,,,,,,
3621,Jianan,1/30/2007,4288,2.099,25,642,7.2,328,424,16.1,0.15,0.42,101,1.01,0.0078,0.476,0.564,120.339662,23.380794,2007,,,,,,
3622,Jianan,10/18/2016,4288,1.266,27.1,1040,7.1,431,568,38.4,0.27,0.01,152,1.05,0.0125,3.77,0.665,120.339662,23.380794,2016,,,,,,
3623,Jianan,4/25/2016,4288,1.155,26.7,1020,7.1,393,568,24.1,0.24,0.01,120,1.97,0.0109,3.37,0.658,120.339662,23.380794,2016,,,,,,
3624,Jianan,5/8/2015,4288,1.449,26.5,976,7,406,563,24.5,0.2,0.01,124,2,0.0136,5.16,0.826,120.339662,23.380794,2015,,,,,,
3625,Jianan,10/17/2014,4288,1.403,27.3,886,7.1,400,574,23.7,0.18,0.01,129,1.43,0.0128,4.48,0.679,120.339662,23.380794,2014,,,,,,
3626,Jianan,4/17/2014,4288,1.299,25.7,1010,7,454,642,32.7,0.15,0.01,163,1.5,0.0112,4.42,0.835,120.339662,23.380794,2014,,,,,,
3627,Jianan,10/21/2013,4288,1.46,26.8,908,7,434,644,30.2,0.21,0.01,146,2.17,0.0132,4.41,0.835,120.339662,23.380794,2013,,,,,,
3628,Jianan,10/25/2012,4288,1.401,27,692,7,328,406,21.9,0.13,0.01,115,1.25,0.0105,1.9,0.844,120.339662,23.380794,2012,,,,,,
3629,Jianan,4/20/2012,4288,1.644,26.7,755,6.9,362,538,20.8,0.14,0.07,128,1.02,0.008,2.39,1.02,120.339662,23.380794,2012,,,,,,
3630,Jianan,10/26/2020,4288,1.275,27.2,1110,7.06,542,698,46.4,0.21,0.01,183,1.26,0.0127,6.94,0.919,120.339662,23.380794,2020,,,,,,
3631,Jianan,4/16/2020,4288,1.49,26.3,1120,7.03,528,784,52.2,0.23,0.01,205,1.27,0.0107,6.14,1.09,120.339662,23.380794,2020,,,,,,
3632,Jianan,11/8/2019,4288,1.36,27,942,7.1,436,628,48,0.24,0.02,144,1.18,0.0119,4.02,0.783,120.339662,23.380794,2019,,,,,,
3633,Jianan,4/10/2019,4288,1.265,27.4,738,7.12,329,452,25.1,0.15,0.05,89.8,0.99,0.007,3.54,0.556,120.339662,23.380794,2019,,,,,,
3634,Jianan,5/2/2019,4288,1.275,26.4,784,7.03,365,612,18.8,0.28,2.15,150,1.5,0.0093,3.29,0.731,120.339662,23.380794,2019,,,,,,
3635,Jianan,10/24/2018,4288,1.274,27.2,1010,7.06,470,702,36.4,0.24,0.03,150,3.22,0.0128,6.02,0.855,120.339662,23.380794,2018,,,,,,
3636,Jianan,4/20/2018,4288,1.91,26.7,1040,6.97,477,678,43,0.16,0.01,157,1.26,0.0096,1.9,0.878,120.339662,23.380794,2018,,,,,,
3637,Jianan,10/24/2017,4288,1.348,26.8,960,7.2,445,659,38.4,0.26,0.03,146,1.48,0.0141,6.23,0.773,120.339662,23.380794,2017,,,,,,
3638,Jianan,4/27/2017,4288,1.206,25.8,1240,7.1,488,696,45.5,0.19,0.01,150,1.45,0.0088,5.29,0.894,120.339662,23.380794,2017,,,,,,
3639,Jianan,11/17/2006,4649,5.579,28.5,896,6.7,314,586,54.7,0.02,16.3,122,0.75,0.0007,0.099,0.02,120.315759,22.722383,2006,,,,,,
3640,Jianan,8/4/2006,4649,5.332,28.2,949,6.8,343,620,58,0.04,10.2,163,1.3,0.0005,0.053,0.078,120.315759,22.722383,2006,,,,,,
3641,Jianan,5/1/2006,4649,6.035,28.2,966,6.6,394,756,75.1,0.03,14.6,157,1.66,0.0008,0.014,0.029,120.315759,22.722383,2006,,,,,,
3642,Jianan,2/11/2006,4649,5.757,28.1,1180,6.5,508,928,83.9,0.02,8.64,227,1.04,0.0005,0.137,0.027,120.315759,22.722383,2006,,,,,,
3643,Jianan,11/12/2005,4649,5.363,28.4,1080,6.5,403,812,100,0.02,9.92,193,2,0.0008,0.142,0.03,120.315759,22.722383,2005,,,,,,
3644,Jianan,8/25/2005,4649,5.18,28.2,1120,6.6,451,858,79.9,0.02,7.43,77.4,1.8,0.0005,0.324,0.125,120.315759,22.722383,2005,,,,,,
3645,Jianan,5/20/2005,4649,6.726,28.4,858,6.8,351,581,53,0.02,19.6,111,1.26,0.0005,0.005,0.04,120.315759,22.722383,2005,,,,,,
3646,Jianan,2/17/2005,4649,6.511,28.5,875,6.7,347,569,64,0.04,18,95.8,1.78,0.0005,0.185,0.088,120.315759,22.722383,2005,,,,,,
3647,Jianan,11/18/2004,4649,5.396,27.3,715,6.6,302,506,33.5,0.03,1.16,75.4,1.77,0.0005,0.019,0.05,120.315759,22.722383,2004,,,,,,
3648,Jianan,8/21/2004,4649,5.757,27.6,772,6.5,294,538,25.7,0.04,7.77,90.3,2.08,0.0005,0.028,0.05,120.315759,22.722383,2004,,,,,,
3649,Jianan,5/15/2004,4649,5.757,27.6,772,6.5,294,538,25.7,0.04,7.77,90.3,2.08,0.0005,0.028,0.05,120.315759,22.722383,2004,,,,,,
3650,Jianan,2/17/2004,4649,5.579,28.2,671,6.6,239,460,25.6,0.03,19,82,1.73,0.0007,0.022,0.039,120.315759,22.722383,2004,,,,,,
3651,Jianan,11/15/2003,4649,5.943,27.7,661,6.5,247,413,25.7,0.04,13.1,78.6,1.72,0.0005,0.137,0.0627,120.315759,22.722383,2003,,,,,,
3652,Jianan,8/26/2003,4649,5.396,28.1,630,6.6,241,420,16.6,0.03,6.15,88,1.65,0.0005,0.028,0.038,120.315759,22.722383,2003,,,,,,
3653,Jianan,5/19/2003,4649,5.396,28.1,560,6.6,228,360,19.3,0.05,4.34,68.7,0.95,0.0005,0.0551,0.0207,120.315759,22.722383,2003,,,,,,
3654,Jianan,3/11/2003,4649,5.88,26.1,620,6.6,261,391,21,0.04,7.77,89.5,2.09,0.0005,0.503,0.113,120.315759,22.722383,2003,,,,,,
3655,Jianan,11/20/2002,4649,5.396,28,667,6.5,245,447,26.5,0.03,15.1,90.7,1.72,0.0005,0.0106,0.0117,120.315759,22.722383,2002,,,,,,
3656,Jianan,8/20/2002,4649,5.396,27.7,740,6.5,251,512,26.5,0.04,11.6,126,1.37,0.0005,0.019,0.0235,120.315759,22.722383,2002,,,,,,
3657,Jianan,5/14/2002,4649,5.579,27.4,690,6.4,263,511,21.8,0.06,5.52,90.3,2.08,0.0007,0.028,0.597,120.315759,22.722383,2002,,,,,,
3658,Jianan,2/28/2002,4649,4.999,27.6,772,6.4,294,538,25,0.08,1.71,122,7.05,0.0006,0.028,0.0181,120.315759,22.722383,2002,,,,,,
3659,Jianan,10/27/2011,4649,5.396,28,744,6.7,280,500,26.8,0.01,14.7,87.8,1.95,0.0003,0.005,0.005,120.315759,22.722383,2011,,,,,,
3660,Jianan,4/30/2011,4649,5.663,28.7,959,6.5,380,656,44.2,0.01,16.8,117,0.85,0.0003,0.008,0.006,120.315759,22.722383,2011,,,,,,
3661,Jianan,10/21/2010,4649,4.975,28.5,807,6.6,309,540,38.3,0.01,14.4,99.3,0.89,0.0003,0.005,0.009,120.315759,22.722383,2010,,,,,,
3662,Jianan,5/19/2010,4649,6.152,28.3,860,6.6,333,555,41.9,0.02,23.6,93.5,0.53,0.0003,0.006,0.011,120.315759,22.722383,2010,,,,,,
3663,Jianan,10/17/2009,4649,5.417,28.6,912,6.6,372,708,42.4,0.01,16.5,159,0.65,0.0005,0.023,0.014,120.315759,22.722383,2009,,,,,,
3664,Jianan,8/16/2009,4649,5.232,28.4,1010,6.7,420,710,50.4,0.01,17.5,162,3.16,0.0003,0.005,0.006,120.315759,22.722383,2009,,,,,,
3665,Jianan,5/23/2009,4649,5.863,28.3,1040,6.8,404,710,49.4,0.01,15.1,185,2.09,0.0003,0.005,0.005,120.315759,22.722383,2009,,,,,,
3666,Jianan,1/16/2009,4649,5.367,27.2,942,6.8,378,664,39.2,0.01,15.6,147,1.02,0.0006,0.028,0.011,120.315759,22.722383,2009,,,,,,
3667,Jianan,10/18/2008,4649,4.951,28,919,6.6,373,692,44.7,0.01,13.7,143,1.58,0.0006,0.005,0.008,120.315759,22.722383,2008,,,,,,
3668,Jianan,8/20/2008,4649,4.865,27.6,961,6.6,401,694,40,0.01,8.34,185,2.63,0.0006,0.017,0.029,120.315759,22.722383,2008,,,,,,
3669,Jianan,5/17/2008,4649,5.968,27.6,981,6.7,383,684,46.2,0.01,7.97,173,1.64,0.0003,0.005,0.019,120.315759,22.722383,2008,,,,,,
3670,Jianan,1/19/2008,4649,5.495,27.3,1100,6.6,445,832,69,0.01,6.45,233,1.75,0.0004,0.009,0.027,120.315759,22.722383,2008,,,,,,
3671,Jianan,11/10/2007,4649,5.293,28.1,981,6.6,382,712,64,0.02,8.16,171,1.13,0.0005,0.005,0.01,120.315759,22.722383,2007,,,,,,
3672,Jianan,8/9/2007,4649,5.943,27.4,838,6.8,271,566,40.4,0.02,13.5,125,0.91,0.0006,0.005,0.005,120.315759,22.722383,2007,,,,,,
3673,Jianan,5/8/2007,4649,6.08,28.4,1020,6.7,377,660,59.5,0.02,13,149,0.66,0.0005,0.005,0.006,120.315759,22.722383,2007,,,,,,
3674,Jianan,1/21/2007,4649,5.788,27.8,910,6.9,292,590,48.6,0.02,16.4,144,0.8,0.0005,0.014,0.024,120.315759,22.722383,2007,,,,,,
3675,Jianan,10/4/2016,4649,4.848,28.4,742,6.8,279,494,31.1,0.01,7.75,114,0.9,0.0003,0.005,0.005,120.315759,22.722383,2016,,,,,,
3676,Jianan,10/30/2014,4649,5.88,28.5,569,6.7,215,381,16.7,0.01,2.6,100,0.64,0.0003,0.01,0.005,120.315759,22.722383,2014,,,,,,
3677,Jianan,4/19/2014,4649,6.543,28.1,652,6.8,242,385,12.2,0.01,3.73,81.1,0.88,0.0003,0.009,0.005,120.315759,22.722383,2014,,,,,,
3678,Jianan,10/5/2013,4649,5.336,27.7,593,6.8,236,341,15.4,0.01,3.86,97.8,1.13,0.0003,0.006,0.005,120.315759,22.722383,2013,,,,,,
3679,Jianan,10/20/2012,4649,4.91,28.2,912,6.6,360,656,47.4,0.01,12.6,148,0.84,0.0003,0.012,0.007,120.315759,22.722383,2012,,,,,,
3680,Jianan,4/21/2012,4649,5.765,27.2,814,6.8,336,504,29.3,0.01,10.4,124,0.66,0.0003,0.007,0.005,120.315759,22.722383,2012,,,,,,
3681,Jianan,10/24/2020,4649,5.364,28.3,745,6.75,255,534,29,0.01,14.3,98.6,0.58,0.0003,0.006,0.005,120.315759,22.722383,2020,,,,,,
3682,Jianan,10/11/2019,4649,4.999,28.2,787,6.84,290,550,30.3,0.01,6.4,112,0.85,0.0003,0.018,0.005,120.315759,22.722383,2019,,,,,,
3683,Jianan,4/16/2019,4649,5.757,27.6,772,6.5,294,538,25.7,0.04,7.77,90.3,2.08,0.0005,0.028,0.05,120.315759,22.722383,2019,,,,,,
3684,Jianan,10/30/2018,4649,4.729,27.5,818,6.7,337,528,32.9,0.01,11.1,105,0.79,0.0003,0.012,0.009,120.315759,22.722383,2018,,,,,,
3685,Jianan,10/21/2017,4649,5.626,27.9,672,7.2,276,471,19.9,0.01,5.29,124,0.9,0.0003,0.01,0.005,120.315759,22.722383,2017,,,,,,
3686,Jianan,11/9/2006,4650,2.177,31,1130,6.9,506,705,38.5,0.58,0.25,94.7,3.25,0.0105,0.229,0.67,120.288722,22.631908,2006,,,,,,
3687,Jianan,8/2/2006,4650,1.015,29.5,692,7,347,423,17.4,0.2,0.03,41.9,1.9,0.009,0.188,0.362,120.288722,22.631908,2006,,,,,,
3688,Jianan,5/3/2006,4650,2.085,28,912,7,465,588,10.7,0.35,0.03,61.5,2.22,0.0117,0.026,0.694,120.288722,22.631908,2006,,,,,,
3689,Jianan,2/19/2006,4650,2.201,27.4,932,7,454,583,17.4,0.55,0.02,55.5,3.18,0.0111,0.174,0.69,120.288722,22.631908,2006,,,,,,
3690,Jianan,11/12/2005,4650,1.983,29.2,1010,7,476,699,36.7,0.4,0.01,79.8,4.41,0.0095,0.054,0.622,120.288722,22.631908,2005,,,,,,
3691,Jianan,8/16/2005,4650,1.139,28.5,613,6.9,350,451,24,0.23,0.01,24.2,2.94,0.0083,0.346,0.455,120.288722,22.631908,2005,,,,,,
3692,Jianan,5/19/2005,4650,1.995,28,816,6.9,396,568,9.6,0.36,0.03,54.7,3.57,0.0111,0.082,0.509,120.288722,22.631908,2005,,,,,,
3693,Jianan,2/17/2005,4650,2.151,27.1,1280,6.9,653,882,66.7,1.55,0.01,160,6.34,0.0167,0.845,0.864,120.288722,22.631908,2005,,,,,,
3694,Jianan,11/18/2004,4650,2.177,28.5,1240,6.9,570,770,61.9,1.22,0.06,123,7.18,0.006,1.55,1.3,120.288722,22.631908,2004,,,,,,
3695,Jianan,8/21/2004,4650,2.177,29.9,1360,6.8,623,986,71.9,0.82,0.05,196,4.08,0.0068,0.122,1.3,120.288722,22.631908,2004,,,,,,
3696,Jianan,5/15/2004,4650,2.201,28.4,1170,7,555,795,42.2,1.67,0.05,104,3.48,0.0104,0.158,1.11,120.288722,22.631908,2004,,,,,,
3697,Jianan,2/18/2004,4650,2.201,27.1,1130,7,473,656,53,1.9,0.05,96,4.9,0.021,0.821,0.894,120.288722,22.631908,2004,,,,,,
3698,Jianan,11/15/2003,4650,2.177,29.3,1170,7,536,751,52,1.62,0.15,90.4,7.33,0.0057,0.837,0.994,120.288722,22.631908,2003,,,,,,
3699,Jianan,8/27/2003,4650,2.177,30.1,1280,6.8,625,915,61.4,0.57,0.05,164,4.89,0.0102,0.579,1.16,120.288722,22.631908,2003,,,,,,
3700,Jianan,5/20/2003,4650,2.263,28.1,993,7,522,725,26.7,0.89,0.05,88.9,3.83,0.0106,0.806,0.984,120.288722,22.631908,2003,,,,,,
3701,Jianan,3/11/2003,4650,2.201,25.3,1110,7.2,536,709,42.7,0.93,0.05,77.6,6.38,0.0128,0.501,1.09,120.288722,22.631908,2003,,,,,,
3702,Jianan,11/20/2002,4650,2.201,31.7,1140,6.8,537,734,47.3,0.76,0.06,83.8,3.76,0.0113,0.741,0.956,120.288722,22.631908,2002,,,,,,
3703,Jianan,8/20/2002,4650,2.201,28.4,1300,7,580,905,58.9,0.69,0.05,167,3.46,0.0061,0.579,1.19,120.288722,22.631908,2002,,,,,,
3704,Jianan,5/14/2002,4650,2.112,26.9,962,7.2,384,606,19.1,1.62,0.05,41.1,3.19,0.01,0.174,0.973,120.288722,22.631908,2002,,,,,,
3705,Jianan,2/28/2002,4650,2.201,26.3,954,7.2,459,632,28,1.01,0.05,42.5,5.04,0.0006,0.174,0.755,120.288722,22.631908,2002,,,,,,
3706,Jianan,10/27/2011,4650,1.682,29.1,501,7.2,250,357,5.3,0.24,0.01,6.6,2.76,0.0136,0.7,0.231,120.288722,22.631908,2011,,,,,,
3707,Jianan,4/30/2011,4650,1.975,27.9,690,7.2,367,492,8.7,0.29,0.01,19.3,1.85,0.0162,0.794,0.382,120.288722,22.631908,2011,,,,,,
3708,Jianan,10/12/2010,4650,1.058,29.5,425,7.2,206,291,9.2,0.22,0.01,7.6,1.4,0.0125,0.553,0.221,120.288722,22.631908,2010,,,,,,
3709,Jianan,5/15/2010,4650,2.146,30.3,673,7.1,325,426,9.9,0.62,0.24,22.5,2.05,0.016,0.38,0.47,120.288722,22.631908,2010,,,,,,
3710,Jianan,10/1/2009,4650,1.654,30.7,680,7.2,350,450,10.7,0.25,0.01,15,3.38,0.0133,0.316,0.259,120.288722,22.631908,2009,,,,,,
3711,Jianan,8/12/2009,4650,0.658,29.7,538,7,268,344,12.9,0.23,0.01,11.6,2.91,0.0104,0.238,0.235,120.288722,22.631908,2009,,,,,,
3712,Jianan,5/16/2009,4650,2.337,29.3,706,7,332,452,7.1,0.38,0.07,21.8,2.38,0.0072,0.013,0.269,120.288722,22.631908,2009,,,,,,
3713,Jianan,1/14/2009,4650,2.112,27,840,7,393,646,21.8,0.51,0.01,27.9,2.11,0.0154,0.413,0.519,120.288722,22.631908,2009,,,,,,
3714,Jianan,10/22/2008,4650,1.4,29.6,675,7.1,354,406,12.7,0.19,0.08,16.5,2.35,0.0079,0.078,0.349,120.288722,22.631908,2008,,,,,,
3715,Jianan,8/20/2008,4650,1.213,28.6,410,7.2,201,259,8.9,0.24,0.01,8.3,1.39,0.0107,0.115,0.243,120.288722,22.631908,2008,,,,,,
3716,Jianan,5/17/2008,4650,2.263,28.1,882,7,430,532,13.4,0.77,0.02,45.8,3.44,0.0165,0.087,0.739,120.288722,22.631908,2008,,,,,,
3717,Jianan,1/19/2008,4650,2.183,27.3,870,7,411,570,22.8,0.4,0.01,30.1,2.31,0.0191,0.331,0.576,120.288722,22.631908,2008,,,,,,
3718,Jianan,11/10/2007,4650,1.87,28.6,901,7.1,437,600,23.8,0.33,0.29,35.4,2.18,0.0134,0.386,0.489,120.288722,22.631908,2007,,,,,,
3719,Jianan,8/8/2007,4650,1.595,29.6,683,7,333,434,6.5,0.24,0.02,17.5,2.06,0.0105,0.103,0.367,120.288722,22.631908,2007,,,,,,
3720,Jianan,5/8/2007,4650,2.331,29.1,1000,7.1,517,728,16.7,0.66,0.02,93,2.62,0.0126,0.009,0.697,120.288722,22.631908,2007,,,,,,
3721,Jianan,1/21/2007,4650,2.423,27.3,1020,7,489,714,30.3,0.62,0.1,77.3,2.53,0.0103,0.029,0.607,120.288722,22.631908,2007,,,,,,
3722,Jianan,10/1/2014,4650,2.151,28.5,1280,6.9,580,882,61.4,1.22,0.05,160,4.89,0.0068,0.579,1.19,120.288722,22.631908,2014,,,,,,
3723,Jianan,4/1/2014,4650,2.151,28.5,1280,6.9,580,882,61.4,1.22,0.05,160,4.89,0.0068,0.579,1.19,120.288722,22.631908,2014,,,,,,
3724,Jianan,10/17/2013,4650,1.684,28.8,583,7.2,307,380,7.9,0.29,0.01,10.8,3.25,0.0156,0.628,0.294,120.288722,22.631908,2013,,,,,,
3725,Jianan,10/11/2012,4650,1.673,29.2,420,7.2,225,299,4.8,0.89,0.01,5.2,1.83,0.0167,0.35,0.236,120.288722,22.631908,2012,,,,,,
3726,Jianan,4/20/2012,4650,1.954,27.2,645,7.1,348,428,7.6,0.42,0.01,24.7,1.66,0.021,1.35,0.397,120.288722,22.631908,2012,,,,,,
3727,Jianan,11/9/2006,4651,1.311,30.2,747,7,278,450,62.7,0.77,0.05,76.1,0.89,0.0008,0.006,0.14,120.296716,22.613683,2006,,,,,,
3728,Jianan,8/2/2006,4651,1.023,30.2,566,6.4,213,346,36,1.3,0.12,51.2,1.46,0.0008,0.031,0.127,120.296716,22.613683,2006,,,,,,
3729,Jianan,5/3/2006,4651,1.643,27.1,1200,6.9,342,714,180,3.04,0.76,110,1.24,0.0012,0.035,0.297,120.296716,22.613683,2006,,,,,,
3730,Jianan,2/19/2006,4651,1.629,26.7,1090,7.1,292,666,127,0.96,0.67,121,1.17,0.0008,0.025,0.261,120.296716,22.613683,2006,,,,,,
3731,Jianan,11/12/2005,4651,1.471,29.2,919,6.9,316,606,123,1.82,0.63,103,1.89,0.0009,0.005,0.207,120.296716,22.613683,2005,,,,,,
3732,Jianan,8/16/2005,4651,1.164,29.2,849,6.5,272,602,81.2,3.21,0.2,102,2.32,0.0009,0.005,0.285,120.296716,22.613683,2005,,,,,,
3733,Jianan,5/19/2005,4651,1.272,28.1,1320,6.7,418,873,182,3.76,4.46,148,2.79,0.0006,0.019,0.564,120.296716,22.613683,2005,,,,,,
3734,Jianan,2/17/2005,4651,1.777,26.5,907,6.7,326,529,60,2.9,1.23,123,3.35,0.0005,0.005,0.034,120.296716,22.613683,2005,,,,,,
3735,Jianan,11/18/2004,4651,1.312,27.8,945,6.9,344,573,75.7,1.38,2.08,117,4.99,0.0005,0.015,0.041,120.296716,22.613683,2004,,,,,,
3736,Jianan,8/21/2004,4651,1.312,28.3,948,6.9,333,682,65.9,1.06,2.02,145,2.51,0.0005,0.012,0.062,120.296716,22.613683,2004,,,,,,
3737,Jianan,5/15/2004,4651,1.373,27.3,1010,7,384,688,102,0.09,1.78,105,1.18,0.0005,0.024,0.078,120.296716,22.613683,2004,,,,,,
3738,Jianan,2/18/2004,4651,1.373,27.1,857,7,235,510,62.6,0.03,2.25,85.6,1.86,0.0006,0.022,0.044,120.296716,22.613683,2004,,,,,,
3739,Jianan,11/15/2003,4651,1.311,28.9,972,6.9,361,597,98,0.43,1.86,108,2.62,0.0008,0.0103,0.0834,120.296716,22.613683,2003,,,,,,
3740,Jianan,8/27/2003,4651,1.471,29.2,1050,6.8,364,694,108,1.3,0.68,113,2.25,0.0005,0.037,0.111,120.296716,22.613683,2003,,,,,,
3741,Jianan,5/20/2003,4651,2.179,29.3,979,6.7,351,757,133,0.14,0.98,86.6,1.01,0.0006,0.0345,0.119,120.296716,22.613683,2003,,,,,,
3742,Jianan,3/11/2003,4651,1.373,27,869,7,313,537,90.1,0.03,1.48,87,2.32,0.0005,0.0133,0.0448,120.296716,22.613683,2003,,,,,,
3743,Jianan,11/20/2002,4651,2.179,30,986,6.9,166,637,125,0.06,2.54,95,1.1,0.0006,0.0345,0.0763,120.296716,22.613683,2002,,,,,,
3744,Jianan,8/20/2002,4651,1.809,28.4,1110,6.8,362,755,133,0.09,2.89,95.3,1.81,0.0006,0.024,0.0487,120.296716,22.613683,2002,,,,,,
3745,Jianan,5/14/2002,4651,1.809,27,1050,6.8,380,809,62,0.05,0.38,86.2,2.08,0.0005,0.0345,0.401,120.296716,22.613683,2002,,,,,,
3746,Jianan,2/28/2002,4651,1.629,26,818,6.8,283,540,69.9,0.05,2.44,84.5,1.32,0.0011,0.0133,0.0294,120.296716,22.613683,2002,,,,,,
3747,Jianan,10/27/2011,4651,2.429,29.9,1255,7,277,770,171,0.32,0.3,118,1.9,0.0003,0.005,0.018,120.296716,22.613683,2011,,,,,,
3748,Jianan,4/30/2011,4651,2.383,26.8,1120,7.1,268,743,137,0.2,1.61,116,0.9,0.0003,0.005,0.014,120.296716,22.613683,2011,,,,,,
3749,Jianan,10/12/2010,4651,1.565,28.4,1320,6.8,418,873,133,0.09,2.44,86.2,1.32,0.0006,0.0345,0.078,120.296716,22.613683,2010,,,,,,
3750,Jianan,5/15/2010,4651,1.312,28.6,1000,6.9,362,678,53.6,0.73,0.3,166,1.17,0.0003,0.012,0.045,120.296716,22.613683,2010,,,,,,
3751,Jianan,10/1/2009,4651,1.161,30.3,528,7,211,325,32.5,0.29,0.26,41.9,1.66,0.0008,0.005,0.066,120.296716,22.613683,2009,,,,,,
3752,Jianan,8/12/2009,4651,0.827,30.1,281,7,100,185,26.6,0.07,0.22,8.2,1.03,0.0005,0.006,0.03,120.296716,22.613683,2009,,,,,,
3753,Jianan,5/16/2009,4651,1.253,28.5,826,6.9,214,513,83.8,0.85,0.38,111,0.91,0.0005,0.005,0.02,120.296716,22.613683,2009,,,,,,
3754,Jianan,1/14/2009,4651,1.202,26.7,726,7.1,158,446,58.1,0.07,0.38,101,0.77,0.0009,0.009,0.009,120.296716,22.613683,2009,,,,,,
3755,Jianan,10/22/2008,4651,1.14,29.8,370,7,163,229,18,0.02,0.4,17.2,1.3,0.0006,0.005,0.008,120.296716,22.613683,2008,,,,,,
3756,Jianan,8/20/2008,4651,1.051,29.7,249,7.1,106,150,9.9,0.08,1.02,7.5,1.03,0.0006,0.007,0.008,120.296716,22.613683,2008,,,,,,
3757,Jianan,5/17/2008,4651,1.167,27.3,932,7,194,554,109,0.71,0.92,129,1.59,0.0006,0.005,0.012,120.296716,22.613683,2008,,,,,,
3758,Jianan,1/19/2008,4651,1.64,27.8,851,7.4,196,540,108,0.56,1.8,112,0.69,0.0007,0.005,0.02,120.296716,22.613683,2008,,,,,,
3759,Jianan,11/10/2007,4651,1.505,29.8,2670,7,426,1650,610,2.7,1.52,194,0.85,0.0005,0.005,0.056,120.296716,22.613683,2007,,,,,,
3760,Jianan,8/8/2007,4651,1.565,30.4,3500,6.8,660,2250,945,3.1,5.82,147,1.03,0.0005,0.005,0.205,120.296716,22.613683,2007,,,,,,
3761,Jianan,5/8/2007,4651,1.362,28.3,750,7.1,253,434,62.5,0.85,0.35,67.4,0.83,0.0007,0.006,0.111,120.296716,22.613683,2007,,,,,,
3762,Jianan,1/21/2007,4651,1.373,27.5,720,7,264,414,73.5,1.05,0.01,64.2,0.69,0.0005,0.006,0.105,120.296716,22.613683,2007,,,,,,
3763,Jianan,10/3/2016,4651,2.368,30.7,898,6.6,243,566,57.8,0.01,2.39,88.2,1.05,0.0003,0.005,0.005,120.296716,22.613683,2016,,,,,,
3764,Jianan,10/11/2014,4651,2.365,30.4,1480,6.9,373,904,251,0.18,2.09,121,0.91,0.0003,0.005,0.005,120.296716,22.613683,2014,,,,,,
3765,Jianan,4/19/2014,4651,2.37,27.5,954,7.3,254,602,61.3,0.31,7.15,104,0.84,0.0003,0.005,0.023,120.296716,22.613683,2014,,,,,,
3766,Jianan,10/5/2013,4651,2.179,30.6,919,6.8,242,588,89.7,0.01,1.22,120,1.65,0.0003,0.01,0.148,120.296716,22.613683,2013,,,,,,
3767,Jianan,10/20/2012,4651,2.067,29,1130,6.9,263,698,142,0.03,0.74,117,0.85,0.0004,0.005,0.057,120.296716,22.613683,2012,,,,,,
3768,Jianan,4/21/2012,4651,2.365,27.8,1210,7.3,234,686,197,0.15,0.01,54.9,0.74,0.0003,0.005,0.04,120.296716,22.613683,2012,,,,,,
3769,Jianan,10/17/2020,4651,2.25,30,944,6.88,274,582,53.4,0.13,1.2,106,0.95,0.0009,0.182,0.173,120.296716,22.613683,2020,,,,,,
3770,Jianan,10/10/2019,4651,1.809,28.9,1080,6.78,469,598,47.8,0.09,0.02,71.1,1.06,0.0008,0.41,0.424,120.296716,22.613683,2019,,,,,,
3771,Jianan,3/15/2019,4651,1.565,28.4,1320,6.8,418,873,133,0.09,2.44,86.2,1.32,0.0006,0.0345,0.078,120.296716,22.613683,2019,,,,,,
